Name complex,Geo,State of house,Rooms amount,"Squares,м²",Metro,"Time to metro,мин.","Price,₽",Data
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория",Новостройка,1-комн. квартира,"34,45 ",Звездная,13 ,6 454 080 ,13.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, ЮгТаун жилой комплекс",Новостройка,1-комн. квартира,34 ,Звездная,13 ,6 428 160 ,13.10
ЖК «Образцовый квартал 12»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Образцовая, 4",Новостройка,1-комн. квартира,"38,79 ",Купчино,16 ,6 433 152 ,10.10
ЖК «Аэросити 2»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, просп. Старорусский, 9",Новостройка,1-комн. квартира,"36,7 ",Купчино,10 ,6 422 500 ,10.10
ЖК «Аэросити 3»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити 3 жилой комплекс",Новостройка,1-комн. квартира,"35,58 ",Купчино,7 ,6 404 400 ,10.10
ЖК «IN2IT (Апартаменты Интуит)»,"Санкт-Петербург, р-н Московский, Гагаринское, Витебский просп., 99к1",Новостройка Апартаменты,Апартаменты-студия,"27,91 ",Купчино,3 ,6 446 525 ,09.10
ЖК «Апарт-отель Начало»,"Санкт-Петербург, р-н Невский, Ивановский, Варфоломеевская ул., 6",Новостройка Апартаменты,1-комн. апартаменты,"35,3 ",Ломоносовская,2 ,6 430 248 ,27.09
ЖК «Огни Залива»,"Санкт-Петербург, р-н Красносельский, Южно-Приморский, ул. Маршала Захарова, 8",Новостройка,Студия,"27,27 ",Проспект Ветеранов,10 ,6 416 000 ,02.10
ЖК «Granholm Village (Гранхолм Вилладж)»,"Санкт-Петербург, р-н Курортный, мкр. Зеленогорск, ул. Строителей, 3к2",Новостройка,1-комн. квартира,"41,9 ",,,6 494 500 ,11.09
ЖК «Звезды Столиц»,"Санкт-Петербург, р-н Московский, Звёздное, Московское ш., 13ВГ",Новостройка,Студия,"26,9 ",Звездная,18 ,6 464 070 ,09.09
ЖК «Звезды Столиц»,"Санкт-Петербург, р-н Московский, Звёздное, ул. Федора Котанова, 5к2",Новостройка,Студия,"27,5 ",Звездная,13 ,6 497 000 ,06.09
ЖК «Новое Колпино»,"Санкт-Петербург, р-н Колпинский, мкр. Колпино, Новое Колпино жилой комплекс, к39",Новостройка,2-комн. квартира,"43,65 ",Рыбацкое,19 ,6 535 934 ,15.10
ЖК «YE'S Leader»,"Санкт-Петербург, р-н Московский, Новоизмайловское",Новостройка Апартаменты,Апартаменты-студия,"29,58 ",Московская,12 ,6 507 600 ,09.10
ЖК «Образцовый квартал 13»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Образцовый Квартал 13 жилой комплекс",Новостройка,1-комн. квартира,"42,18 ",Купчино,16 ,6 547 501 ,10.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, ЮгТаун жилой комплекс",Новостройка,1-комн. квартира,"35,3 ",Звездная,13 ,6 530 130 ,13.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория",Новостройка,1-комн. квартира,"37,05 ",Звездная,13 ,6 542 640 ,13.10
ЖК «Pulse Premier (Пульс Премьер)»,"Санкт-Петербург, р-н Невский, Невский, Дальневосточный просп., 19к1",Новостройка,Студия,"21,47 ",Проспект Большевиков,6 ,6 500 106 ,13.10
ЖК «Master Place (Мастер Плейс)»,"Санкт-Петербург, р-н Калининский, Финляндский, Полюстрово территория",Новостройка,Студия,25 ,Выборгская,3 ,6 513 960 ,12.10
ЖК «Аэросити Family (Аэросити Фэмили)»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, просп. Старорусский, 3к3",Новостройка,2-комн. квартира,"40,37 ",Купчино,7 ,6 539 940 ,10.10
ЖК «Магеллан (Гавань Капитанов)»,"Санкт-Петербург, р-н Василеостровский, Гавань, ул. Вадима Шефнера, 4",Новостройка,Студия,"26,1 ",Приморская,6 ,6 525 000 ,09.10
ЖК «Сенат»,"Санкт-Петербург, р-н Московский, Новоизмайловское, Кубинская ул., 76К3",Новостройка,Студия,"25,73 ",Ленинский проспект,3 ,6 550 214 ,14.10
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс, 6",Новостройка,2-комн. квартира,"40,5 ",Парнас,23 ,6 580 822 ,15.10
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс, 6",Новостройка,2-комн. квартира,"39,9 ",Парнас,23 ,6 594 901 ,15.10
ЖК «ЦДС Приневский»,"Санкт-Петербург, р-н Невский, Народный, ул. Русановская, 18к8",Новостройка,1-комн. квартира,"31,8 ",Пролетарская,10 ,6 561 697 ,15.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, Пригородный территория",Новостройка,2-комн. квартира,"45,13 ",Парнас,13 ,6 552 460 ,15.10
ЖК «Veren Next Шуваловский (Верен Некст Шуваловский)»,"Санкт-Петербург, р-н Приморский, Коломяги, Парашютная ул., 79к1",Новостройка,Студия,"29,2 ",Комендантский проспект,6 ,6 577 494 ,15.10
ЖК «Veren Next Шуваловский (Верен Некст Шуваловский)»,"Санкт-Петербург, р-н Приморский, Коломяги, Парашютная ул., 79к1",Новостройка,Студия,"29,2 ",Комендантский проспект,6 ,6 577 494 ,15.10
ЖК «Прайм Приморский»,"Санкт-Петербург, р-н Приморский, Коломяги, Прайм Приморский жилой комплекс",Новостройка,Студия,"27,74 ",Комендантский проспект,7 ,6 550 010 ,14.10
