house,time,rooms amount,squares,price
1,0.1111111111111111,2,0.07615968967189267,0.04947050519500075
1,0.1111111111111111,3,0.14944237918215614,0.036515585002258696
1,0.37777777777777777,2,0.1570712784871505,0.10056286703809668
1,0.3333333333333333,3,0.06933893647971552,0.015773226923656077
1,0.24444444444444444,5,0.3034103765960886,0.14371587486824272
1,0.4666666666666667,3,0.1389688055600453,0.04592681825026351
2,0.2,1,0.045967350897042195,0.014935830447221804
1,0.15555555555555556,3,0.16722159366413447,0.04543743412136726
1,0.26666666666666666,0,0.057927913366736715,0.043717678060533054
1,0.2,0,0.02117342815581057,0.010164131907845203
1,0.17777777777777778,3,0.11727816389203169,0.0895033315765698
1,,2,0.0577016324551479,0.026916127089293782
1,0.17777777777777778,4,0.1981251010182641,0.1284368656828791
1,0.4444444444444444,3,0.1930499434297721,0.05834964613762988
1,0.0,3,0.41328592209471476,0.22253103824725193
1,0.08888888888888889,2,0.06940358816874091,0.05082065953922602
1,0.15555555555555556,5,0.33919508647163416,0.3038220599307333
1,1.0,2,0.08572813964764829,0.030492395723535612
1,0.1111111111111111,4,0.20882495555196384,0.06772323068814938
1,0.08888888888888889,3,0.14902214320349122,0.041785875621141395
1,0.15555555555555556,5,0.33919508647163416,0.3038220599307333
1,0.4444444444444444,4,0.20058186520122842,0.041785875621141395
1,0.1111111111111111,4,0.20882495555196384,0.06772323068814938
2,0.044444444444444446,1,0.051850654598351385,0.01656377051648848
1,0.2,2,0.08808792629707451,0.07813697108869146
1,0.15555555555555556,0,0.028705349927266855,0.012611052552326456
1,0.4444444444444444,0,0.029254889283982545,0.008629076946243036
2,,7,0.06613867787295945,0.036515585002258696
2,,1,0.020850169710683698,0.022501430507453696
1,0.2222222222222222,0,0.01664780992403427,0.002635145309441349
1,0.1111111111111111,0,0.04735736221108777,0.03389361541936455
1,0.24444444444444444,2,0.043801519314692096,0.02898659840385484
1,0.2222222222222222,3,0.13712623242282207,0.04573858982081012
2,0.37777777777777777,1,0.02634556327784064,0.003162174371329619
1,0.2,2,0.08097624050428318,0.05033685438939919
1,0.4,3,0.16550832390496203,0.10510465291371782
1,0.17777777777777778,2,0.09144981412639407,0.05878334588164433
1,0.2222222222222222,2,0.08133182479392274,0.023716307784972142
1,0.26666666666666666,4,1.0,0.7348290920042162
2,0.06666666666666667,1,0.051850654598351385,0.018822466496009636
2,0.4222222222222222,1,0.014481978341684174,0.018407705917783467
1,0.5555555555555556,2,0.06920963310166478,0.02744315615118205
1,0.2,0,0.050202036528204305,0.01949631079656678
2,0.4222222222222222,1,0.024793922741231617,0.007528986598403855
2,0.0,8,0.09005980281234847,0.027405507453696732
1,0.26666666666666666,0,0.01567803458865363,0.0024469206444812527
1,0.37777777777777777,0,0.05479230644900597,0.038874032525222105
1,0.3333333333333333,2,0.13108129949894942,0.06851377804547508
1,0.08888888888888889,4,0.21286568611604983,0.07304660066255082
1,0.4444444444444444,0,0.017617585259414908,0.005646739948802891
1,0.17777777777777778,2,0.13851624373686763,0.08601867188676404
1,0.28888888888888886,3,0.23064490059802817,0.07604276464387894
1,0.08888888888888889,5,0.3127525456602554,0.09336305526276163
1,0.4,2,0.05808954258930015,0.0394518897756362
1,0.13333333333333333,5,0.29335703895264265,0.10871856271645837
1,0.2222222222222222,0,0.02634556327784064,0.010164131907845203
1,0.3111111111111111,5,0.4191045741069986,0.12648761858153892
1,0.15555555555555556,0,0.017294326814288025,0.002898659840385484
1,0.26666666666666666,5,0.3916276062712139,0.16334077322692367
1,0.2222222222222222,3,0.1404557944076289,0.02898659840385484
1,0.4,0,0.03756263132374334,0.01874944661948502
1,0.2222222222222222,0,0.033457249070631974,0.007905435928324048
2,0.24444444444444444,1,0.018587360594795547,0.023488932389700345
1,0.13333333333333333,5,0.3184095684499758,0.06437283541635296
1,0.1111111111111111,2,0.11362534346209796,0.027473272097575666
2,0.13333333333333333,8,0.07913366736705996,0.05322466496009637
1,0.1111111111111111,4,0.14110231129788267,0.03548099307333233
1,0.24444444444444444,3,0.11362534346209796,0.04404457160066255
1,0.13333333333333333,3,0.10751575884919994,0.041597647191688
2,0.08888888888888889,8,0.14404396314853726,0.04404457160066255
1,0.13333333333333333,2,0.0653951834491676,0.04201645083571751
2,0.13333333333333333,1,0.04283174397931147,0.04039865984038549
1,0.13333333333333333,2,0.08065298205915629,0.050157431109772624
1,0.28888888888888886,4,0.20155164053660904,0.0466797169101039
1,0.08888888888888889,3,0.13560691773072572,0.06112758620689655
1,0.15555555555555556,4,0.18774850492969133,0.03990362897154043
2,0.6,8,0.12594149022143206,0.06311989911157959
2,0.08888888888888889,8,0.19088411184742204,0.05900843246499021
1,0.13333333333333333,4,0.16838532406659124,0.06320583872910707
1,0.24444444444444444,2,0.07024406012607079,0.03143351904833609
1,0.2,5,0.2869565217391305,0.07917015509712393
1,0.3333333333333333,4,0.30224664619363184,0.10201776840837223
1,0.13333333333333333,4,0.378050751575885,0.11090197259448878
2,0.3111111111111111,1,0.03300468724745434,0.019481252823369974
1,0.37777777777777777,4,0.23074187813156624,0.11424258394820057
1,0.17777777777777778,2,0.07085825117181188,0.016375545851528384
1,0.37777777777777777,5,0.40985938257636984,0.1457169101039
1,0.13333333333333333,0,0.014385000808146118,0.0026313808161421474
1,0.28888888888888886,0,0.03491191207370293,0.009574329920192743
2,0.4,1,0.0,0.0036139135672338504
2,,1,0.032325844512687905,0.01015782638156904
1,0.6444444444444445,2,0.06882172296751253,0.01957536515585002
1,0.4,0,0.04671084532083401,0.01479532826381569
1,0.1111111111111111,2,0.0683691611443349,0.014643878933895498
1,0.1111111111111111,3,0.10619039922417975,0.02717710811624755
1,0.4666666666666667,3,0.10392759010829158,0.04517391959042313
1,0.24444444444444444,2,0.15044448036204947,0.06270261255834965
1,0.2,3,0.12642637788912237,0.035009787682577925
1,0.1111111111111111,4,0.24829481170195575,0.10310430658033429
1,0.13333333333333333,0,0.040213350573783745,0.013138081614214727
1,0.37777777777777777,3,0.2027153709390658,0.10627616322842945
1,0.4444444444444444,3,0.14110231129788267,0.028233699744014455
1,0.15555555555555556,4,0.24380151931469213,0.11229116473422678
1,,2,0.09487635364473898,0.02484565577473272
1,0.15555555555555556,4,0.24380151931469213,0.11229116473422678
1,0.28888888888888886,2,0.07030871181509618,0.031621743713296194
1,0.3111111111111111,5,0.3227735574591887,0.11857526351453095
1,,2,0.07965088087926298,0.03068062038849571
1,0.4,5,0.4306772264425409,0.14266992922752597
1,0.4,3,0.12047842249878778,0.03463333835265773
1,0.17777777777777778,5,0.4627444641991273,0.16940219846408675
1,0.1111111111111111,2,0.07341199288831422,0.04969131154946544
1,0.2222222222222222,0,0.039146597704865047,0.014305074536967324
1,0.2222222222222222,3,0.09422983675448522,0.030492395723535612
1,0.15555555555555556,0,0.028673024082754163,0.014870143803644029
1,0.4444444444444444,2,0.0774203976078875,0.03293931636801686
1,0.37777777777777777,0,0.02414740585097786,0.017906102243638006
1,,2,0.04874737352513335,0.01298750188224665
2,0.24444444444444444,1,0.040568934863423306,0.019127390453244995
1,0.15555555555555556,0,0.028834653305317603,0.006023189278723084
1,0.28888888888888886,5,0.21390011314045582,0.041906026953772026
1,0.13333333333333333,0,0.030903507354129632,0.013175726547206746
1,0.13333333333333333,3,0.1960562469694521,0.061060081313055264
2,0.4666666666666667,1,0.02877000161629223,0.007152537268483662
1,0.4,5,0.3625343462097948,0.06766858530341816
1,0.17777777777777778,0,0.02948117019557136,0.00828188525824424
1,0.1111111111111111,3,0.1455632778406336,0.07107125432916729
1,0.24444444444444444,0,0.04331663164700179,0.011293479897605782
1,0.15555555555555556,2,0.0795862291902376,0.07945199894594188
1,0.6,3,0.13589785033133991,0.06286327360337299
1,0.15555555555555556,3,0.22094714724422182,0.09947982231591627
1,0.3111111111111111,0,0.032810732180378215,0.006023189278723084
1,0.2,3,0.1637304024567642,0.07281238894744767
1,0.4222222222222222,2,0.11478907386455471,0.04212468001806957
1,0.1111111111111111,4,0.2994989494100534,0.07566631531395875
1,0.37777777777777777,4,0.20682075319217716,0.06384580635446468
1,0.26666666666666666,2,0.12558590593179247,0.07651753124529438
1,0.5555555555555556,3,0.3082269274284791,0.06595392260201777
1,0.17777777777777778,3,0.14918377242605466,0.08188525824424032
2,0.4222222222222222,1,0.003943753030547926,0.006964312603523566
1,0.2222222222222222,5,0.35655406497494757,0.08563092907694625
1,0.4666666666666667,2,0.06319702602230483,0.029739497063695226
1,0.28888888888888886,0,0.041797316954905454,0.007830142297846709
1,0.1111111111111111,2,0.050460643284305814,0.04818551422978467
1,0.15555555555555556,0,0.017294326814288025,0.00779910405059479
1,0.4666666666666667,0,0.021529012445450146,0.020667068212618583
1,,0,0.02822046225957653,0.011481855142297846
1,0.35555555555555557,2,0.05479230644900597,0.04291522361090197
2,0.2,7,0.07628899304994344,0.01900191989158259
1,0.15555555555555556,2,0.1097785679650881,0.04442102093058274
1,0.17777777777777778,2,0.082236948440278,0.02502315916277669
1,0.2222222222222222,2,0.07076127363827381,0.023151633790091854
1,0.13333333333333333,2,0.06057863261677713,0.027819601716608945
2,0.06666666666666667,1,0.05220623888799095,0.021081162475530792
1,,4,0.2340391142718604,0.03526087938563469
1,0.06666666666666667,4,0.22159366413447557,0.09834926968829996
1,0.13333333333333333,3,0.12325844512687893,0.058663714049088996
1,0.044444444444444446,4,0.35994827864877976,0.18099683782562867
1,,2,0.3779214481978342,0.06069867489835868
1,0.4444444444444444,3,0.12170680459026993,0.027857250414094262
1,0.13333333333333333,2,0.06057863261677713,0.027819601716608945
1,0.3111111111111111,3,0.12477775981897529,0.04780906489986448
1,,4,0.2340391142718604,0.03526087938563469
1,0.13333333333333333,2,0.05640859867464037,0.01618732118656829
1,0.13333333333333333,3,0.12325844512687893,0.058663714049088996
1,0.044444444444444446,2,0.09940197187651528,0.053832254178587564
1,,2,0.3779214481978342,0.06069867489835868
2,0.4,1,0.02634556327784064,0.0
1,0.17777777777777778,4,0.2247292710522063,0.0625721841590122
1,0.35555555555555557,2,0.07299175690964926,0.02484565577473272
1,0.24444444444444444,4,0.20863100048488772,0.08904963107965667
1,0.6444444444444445,0,0.01470825925327299,0.012799277217286553
2,0.1111111111111111,9,0.27072894779376117,0.11319078452040356
1,0.15555555555555556,2,0.08401486988847585,0.022963409125131756
1,0.26666666666666666,4,0.3125262647486666,0.17266868694473725
2,0.3111111111111111,1,0.012930337805075165,0.009034783918084625
1,0.3333333333333333,0,0.02789720381444966,0.006023411383827737
1,0.17777777777777778,3,0.1297882657184419,0.030492395723535612
1,0.17777777777777778,0,0.013803135606917736,0.007644978165938864
1,,3,0.12623242282204622,0.01656377051648848
2,0.26666666666666666,1,0.06390819460158396,0.012179506098479145
1,0.4222222222222222,0,0.03646355261031194,0.030492395723535612
1,0.4444444444444444,2,0.08453208340067885,0.020313902273753952
1,0.2222222222222222,2,0.06125747535154355,0.007528986598403855
1,0.15555555555555556,2,0.0883788588976887,0.026786489233549163
2,0.4222222222222222,7,0.07974785841280105,0.007905435928324048
1,0.08888888888888889,2,0.0667528689187005,0.02785820283089896
1,0.2222222222222222,3,0.1463714239534508,0.03169703357928023
1,0.17777777777777778,3,0.16867625666720545,0.0430608304472218
1,0.26666666666666666,2,0.0683691611443349,0.010164131907845203
2,0.1111111111111111,8,0.20316793276224343,0.04367602770667068
1,0.13333333333333333,3,0.05737837401002102,0.009031019424785423
1,0.24444444444444444,2,0.0961693874252465,0.046115750639963864
1,,3,0.1362534346209795,0.03056768558951965
2,,7,0.10263455632778408,0.05267760879385635
1,0.4666666666666667,2,0.03016001293033781,0.021081162475530792
1,0.044444444444444446,2,0.08446743171165347,0.06215479596446318
1,0.2,3,0.12998222078551805,0.03463333835265773
1,0.24444444444444444,3,0.15758849199935349,0.06439751166992923
1,0.37777777777777777,3,0.13079036689833523,0.035386237012498115
1,0.13333333333333333,4,0.24612898011960566,0.06697033202830899
1,0.24444444444444444,2,0.07942459996767416,0.020328263815690407
1,0.37777777777777777,2,0.11200905123646356,0.07026995934347237
1,0.3333333333333333,2,0.05511556489413286,0.00828188525824424
1,0.15555555555555556,4,0.24706642961047362,0.08012754103297696
1,0.4,4,0.1711653466946824,0.04592681825026351
1,0.26666666666666666,3,0.18467754970098596,0.0844957800030116
1,0.15555555555555556,2,0.07483433004687248,0.015434422526727902
1,0.28888888888888886,4,0.22514950703087122,0.10845951287456708
1,0.17777777777777778,3,0.12885081622757397,0.029814786929679263
1,0.15555555555555556,3,0.21260707935994833,0.11233187020027105
1,0.5111111111111111,4,0.19789882010667528,0.06813732871555489
2,,9,0.3525133344108616,0.25417369372082516
1,0.2222222222222222,3,0.12009051236463554,0.03011594639361542
1,0.26666666666666666,0,0.03652820429933732,0.008847330974250866
1,,2,0.05640859867464037,0.01505797319680771
1,0.4444444444444444,4,0.19896557297559403,0.05106046529137178
1,0.4666666666666667,0,0.028931630838855672,0.015810871856648097
1,0.15555555555555556,3,0.17038952642637792,0.05175806730914019
1,0.3333333333333333,2,0.05556812671731049,0.023302213522059932
2,0.4222222222222222,7,0.07654759980604495,0.05169193645535311
1,0.2222222222222222,3,0.18150961693874254,0.0722745068513778
2,,8,0.097462421205754,0.05761782864026502
1,0.044444444444444446,4,0.297882657184419,0.13062791748230687
1,0.26666666666666666,4,0.21393243898496853,0.05938977563619937
1,0.24444444444444444,4,0.2914174882818814,0.08733624454148471
1,0.13333333333333333,3,0.22805883303701316,0.07355819530191236
2,,1,0.031194439954743823,0.004893841288962505
1,0.08888888888888889,4,0.2021981574268628,0.0766075515735582
1,0.17777777777777778,3,0.16415063843542912,0.08150127992772173
1,0.3111111111111111,4,0.29691288184903836,0.09806597274506851
1,0.37777777777777777,2,0.07001777921448198,0.0207047131456106
1,0.26666666666666666,3,0.12991756909649266,0.037798561963559706
1,0.3333333333333333,0,0.014223371585582676,0.004893841288962505
1,0.4444444444444444,3,0.1731048973654437,0.03756483963258545
1,0.24444444444444444,2,0.066494262162599,0.013552175877126938
1,0.2,4,0.2105382253111363,0.052992772172865535
1,0.06666666666666667,0,0.02679812510101827,0.016375545851528384
1,0.24444444444444444,3,0.16663972846290612,0.05797480048185514
2,0.4444444444444444,1,0.03976078875060611,0.002635145309441349
1,0.08888888888888889,3,0.19088411184742204,0.058539188375244695
1,0.5111111111111111,4,0.14860190722482627,0.05797319680770968
1,0.3111111111111111,4,0.17937611120090516,0.07151760653516037
1,0.26666666666666666,3,0.15564894132859222,0.06719620539075441
1,0.28888888888888886,2,0.05944722805883305,0.012789640114440596
1,0.1111111111111111,0,0.044771294650072735,0.017693118506249057
2,0.24444444444444444,8,0.061903992241797316,0.04214914922451438
1,0.3333333333333333,0,0.035493777274931304,0.0052326456858906795
1,0.15555555555555556,3,0.16880556004525618,0.04399854690558651
1,0.5111111111111111,0,0.015063843542912566,0.009411233248004818
1,0.3111111111111111,3,0.13020850169710685,0.056072059930733324
1,0.2222222222222222,2,0.06901567803458866,0.010728805902725493
1,0.17777777777777778,4,0.21655083239049625,0.07422041861165488
1,0.08888888888888889,2,0.07179570066267982,0.027104351754253877
1,0.37777777777777777,3,0.18474220139001132,0.08304807257943081
1,0.37777777777777777,0,0.008566348795862294,0.0014681523866887517
1,0.08888888888888889,4,0.29885243251979965,0.09467948727601265
1,0.35555555555555557,2,0.058865362857604665,0.005270290618882698
2,0.4222222222222222,8,0.1431065136576693,0.09622650956181299
1,0.24444444444444444,2,0.05711976725391952,0.026294985694925464
1,0.37777777777777777,4,0.2584451268789397,0.10099984942026803
2,0.06666666666666667,1,0.035073541296266365,0.004893841288962505
1,0.28888888888888886,3,0.06762566672054308,0.01407056919138684
1,0.13333333333333333,2,0.09778567965088089,0.03802138232193947
1,0.15555555555555556,2,0.05191530628737677,0.015335540581237766
2,0.4666666666666667,1,0.048003879101341525,0.004893841288962505
1,0.24444444444444444,2,0.05983513819298529,0.01669887065201024
1,0.08888888888888889,0,0.05608534022951351,0.021834061135371178
1,0.3333333333333333,2,0.08194601583966382,0.01750547357325704
1,0.2222222222222222,4,0.2481008566348796,0.06851377804547508
1,,2,0.05430741878131566,0.018822906941725642
1,0.15555555555555556,3,0.18409568449975755,0.05608718566480952
1,0.3333333333333333,2,0.08194601583966382,0.01750547357325704
1,0.3333333333333333,3,0.1588491999353483,0.04400692666767053
1,,2,0.05430741878131566,0.018822906941725642
1,0.2222222222222222,2,0.07321803782123808,0.015810796566782113
1,0.4,2,0.07968320672377566,0.021036812979972896
1,0.022222222222222223,2,0.058671407790528526,0.026163228429453397
1,0.17777777777777778,3,0.137546468401487,0.02351362746574311
1,0.1111111111111111,0,0.032810732180378215,0.01656377051648848
1,0.28888888888888886,4,0.13311782770324876,0.02432492094564072
1,0.4,2,0.057055115564894135,0.015773226923656077
1,0.3333333333333333,3,0.11782770324874738,0.025411334889323896
1,0.13333333333333333,0,0.04551478907386456,0.007604276464387894
1,0.2222222222222222,2,0.0878616453854857,0.025591025447974702
1,0.2222222222222222,0,0.015063843542912566,0.010164131907845203
1,0.35555555555555557,3,0.1164376919347018,0.025599728956482458
1,0.4444444444444444,5,0.31081299498949416,0.10427646438789338
1,0.3333333333333333,2,0.06584774527234524,0.026350169402198465
1,0.17777777777777778,0,0.01794084370454178,0.007340761933443758
1,0.17777777777777778,4,0.1511556489413286,0.030234640867339256
1,0.13333333333333333,2,0.08482301600129305,0.02333985845505195
1,0.15555555555555556,3,0.1190884111847422,0.029934264418009338
1,0.35555555555555557,2,0.061903992241797316,0.02748080108417407
1,0.1111111111111111,2,0.10366898335219009,0.03073449028760729
2,0.13333333333333333,1,0.020106675286891876,0.01456858906791146
1,0.13333333333333333,2,0.0825278810408922,0.03105820283089896
1,0.26666666666666666,2,0.09326006141910459,0.03576268634241831
1,0.24444444444444444,2,0.11588815257798611,0.03514154494804999
1,0.5111111111111111,2,0.07774365605301438,0.036376298750188225
1,0.24444444444444444,2,0.11588815257798611,0.03514154494804999
1,0.4,0,0.029287215128495237,0.006587863273603373
1,0.4,3,0.15694197510909977,0.0359202830898961
1,0.15555555555555556,3,0.21124939389041544,0.05909878030417106
1,0.2222222222222222,3,0.12749313075804106,0.03831124830597801
1,0.4,0,0.032196541134637144,0.00828188525824424
1,0.4,3,0.10890577016324551,0.03981252823369975
2,0.1111111111111111,7,0.07312106028770002,0.011255834964613763
1,0.15555555555555556,3,0.11786002909326007,0.04178654946544195
1,0.28888888888888886,3,0.1572652335542266,0.030492395723535612
1,0.24444444444444444,4,0.1973816065944723,0.04646736184309592
1,0.5111111111111111,0,0.02634556327784064,0.006399638608643276
1,0.4,4,0.2542427670922903,0.04804201174521909
1,0.15555555555555556,3,0.1837724260546307,0.03896250564673995
1,0.17777777777777778,3,0.15914013253596251,0.04839744014455654
1,0.24444444444444444,0,0.022789720381444965,0.006964312603523566
1,0.37777777777777777,3,0.16340714401163733,0.04950459268182503
1,0.13333333333333333,0,0.024890900274769683,0.012008733624454149
1,0.3333333333333333,4,0.2862453531598514,0.05213830371931938
2,0.08888888888888889,7,0.08097624050428318,0.00978768257792501
1,0.08888888888888889,3,0.2500404073056409,0.05609095015810872
1,0.28888888888888886,0,0.041958946177468884,0.01242282788736636
1,0.2222222222222222,4,0.22576369807661228,0.05748381267881343
1,0.3333333333333333,3,0.1190884111847422,0.060984791447071224
1,,4,0.21868433812833366,0.05872710435175425
1,0.044444444444444446,2,0.08508162275739455,0.06851377804547508
1,0.4,4,0.18047518991433656,0.05986847613311248
1,0.2,0,0.028963956683368354,0.008846559253124529
1,0.044444444444444446,3,0.10580248909002749,0.03552483436229484
1,0.5555555555555556,3,0.14595118797478585,0.035386237012498115
1,0.08888888888888889,2,0.05828349765637628,0.03595099382623099
1,0.17777777777777778,3,0.09778567965088089,0.03699079957837675
1,0.13333333333333333,3,0.13185711976725392,0.036581237765396776
1,0.13333333333333333,3,0.13845159204784227,0.03693092907694624
1,0.13333333333333333,3,0.1137546468401487,0.0367042726998946
1,0.4444444444444444,3,0.12264425408113788,0.03681674446619485
1,0.1111111111111111,3,0.14944237918215614,0.036515585002258696
2,,7,0.06613867787295945,0.036515585002258696
1,0.13333333333333333,4,0.14659770486503962,0.03773607137479295
1,0.4222222222222222,2,0.10134152254727656,0.03802138232193947
1,0.4,2,0.06219492484241152,0.038775429152236106
1,0.4,2,0.05808954258930015,0.0394518897756362
1,0.4,3,0.11524163568773235,0.04015911760277067
1,0.0,3,0.13722320995636011,0.04011308537870802
2,0.13333333333333333,1,0.04283174397931147,0.04039865984038549
1,0.15555555555555556,4,0.18774850492969133,0.03990362897154043
1,0.1111111111111111,2,0.09364797155325684,0.040836056316819754
1,0.4,3,0.12839825440439634,0.041341665411835565
1,0.4666666666666667,4,0.19602392112493938,0.04167037720222858
1,0.37777777777777777,2,0.10046872474543397,0.041748230688149375
1,0.24444444444444444,2,0.06933893647971552,0.04197033579280229
1,0.28888888888888886,2,0.05899466623565541,0.041619439843397076
1,0.08888888888888889,3,0.14902214320349122,0.041785875621141395
1,0.4444444444444444,4,0.20058186520122842,0.041785875621141395
1,,3,0.11912073702925491,0.04235205164884807
2,0.4222222222222222,7,0.06869241958946178,0.042880402047884354
1,0.08888888888888889,3,0.14902214320349122,0.041785875621141395
1,0.4444444444444444,4,0.20058186520122842,0.041785875621141395
1,,3,0.11912073702925491,0.04235205164884807
2,0.4222222222222222,7,0.06869241958946178,0.042880402047884354
1,0.17777777777777778,0,0.1034103765960886,0.0429471502785725
2,0.08888888888888889,8,0.14404396314853726,0.04404457160066255
1,0.24444444444444444,3,0.11362534346209796,0.04404457160066255
1,0.2222222222222222,3,0.12322611928236625,0.0445339519650655
1,0.35555555555555557,3,0.1327299175690965,0.04479483511519349
1,0.13333333333333333,3,0.12678196217876192,0.0445339519650655
1,0.13333333333333333,3,0.1272021981574269,0.04502514681523867
1,0.15555555555555556,3,0.16722159366413447,0.04543743412136726
1,0.4666666666666667,3,0.1389688055600453,0.04592681825026351
1,0.3333333333333333,4,0.24131242928721516,0.04573999774130402
1,0.2,3,0.132988524325198,0.046642068212618584
1,0.13333333333333333,4,0.1875545498626152,0.04649329167294082
1,0.28888888888888886,4,0.20155164053660904,0.0466797169101039
1,0.3333333333333333,4,0.1423953450783902,0.047199755307935555
1,0.15555555555555556,3,0.14863423306933896,0.04715097123927119
